storeId,store_name,store_image,store_rating,store_category,store_address,store_view,store_review
99,더파크뷰,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1452169538287.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,뷔페,제주 중문단지 ,"33,320",32
100,마노커피하우스,"https://mp-seoul-image-production-s3.mangoplate.com/59110_1642087840848000.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 중문단지 ,"10,738",9
101,아줄레주,"https://mp-seoul-image-production-s3.mangoplate.com/726810_1513264128652523.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 성산/우도 ,"16,857",22
102,바그다드,"https://mp-seoul-image-production-s3.mangoplate.com/1134012_1580715215465877.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,인도 음식,제주 제주시내 ,"85,684",65
103,랜디스도넛                                    (제주직영점),"https://mp-seoul-image-production-s3.mangoplate.com/573810_1641303627133871.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(제주직영점),제주 한림/애월 ,"17,282",33
104,닻,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/58228_1462029994540594.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,일반 주점,제주 한림/애월 ,"97,207",35
105,은희네해장국,"https://mp-seoul-image-production-s3.mangoplate.com/15402/1482016_1610927340941_4907?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,탕 / 찌개 / 전골,제주 제주시내 ,"88,524",84
106,플레이스엉물,"https://mp-seoul-image-production-s3.mangoplate.com/327913_1528379459757406.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 함덕/김녕 ,"21,954",20
107,풍로,"https://mp-seoul-image-production-s3.mangoplate.com/444240/1151020_1657421953846_10207?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,고기 요리,제주 모슬포/화순 ,"6,045",7
108,카페록록,"https://mp-seoul-image-production-s3.mangoplate.com/387976_1593845486413776.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 함덕/김녕 ,"11,433",18
109,한라산아래첫마을영농조합법인,"https://mp-seoul-image-production-s3.mangoplate.com/27597_1628207341810103.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 모슬포/화순 ,"13,296",15
110,아베베베이커리,"https://mp-seoul-image-production-s3.mangoplate.com/835806_1651459690756375.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,베이커리,제주 제주시내 ,"8,489",13
111,물항식당                                    (탑동점),"https://mp-seoul-image-production-s3.mangoplate.com/290723_1619258218823222.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(탑동점),제주 제주시내 ,"40,877",25
112,5L2F,"https://mp-seoul-image-production-s3.mangoplate.com/511866_1607770771901882.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 함덕/김녕 ,"5,800",7
113,금박돈,"https://mp-seoul-image-production-s3.mangoplate.com/729413_1613921421975676.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,고기 요리,제주 성산/우도 ,"30,733",19
114,스시우다,"https://mp-seoul-image-production-s3.mangoplate.com/702118_1639660586958844.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,회 / 스시,제주 제주시내 ,"8,733",11
115,솔지식당,"https://mp-seoul-image-production-s3.mangoplate.com/584169_1528792861237413.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,고기 요리,제주 제주시내 ,"51,012",34
116,고이정,"https://mp-seoul-image-production-s3.mangoplate.com/1762253_1597049602985655.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,고기 요리,제주 한림/애월 ,"14,050",16
117,민경이네어등포해녀촌,"https://mp-seoul-image-production-s3.mangoplate.com/257569/72711_1559040322312_18958?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"58,904",24
118,낭뜰에쉼팡,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1452263046630.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"27,477",24
119,무상찻집 (휴업중),"https://mp-seoul-image-production-s3.mangoplate.com/351197/1247423_1606054332507_92421?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 제주시내 ,"13,711",9
120,판타스틱버거,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1642572870685017.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,브런치 / 버거 / 샌드위치,제주 표선/성읍 ,"8,943",15
121,제주약수터,"https://mp-seoul-image-production-s3.mangoplate.com/1214190_1595337768049172.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,치킨 / 호프 / 펍,제주 서귀포시내 ,"15,866",12
122,카페살레,"https://mp-seoul-image-production-s3.mangoplate.com/1869652_1611302003133397.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 성산/우도 ,"15,337",14
123,천일만두,"https://mp-seoul-image-production-s3.mangoplate.com/546909_1641308289320796.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,딤섬 / 만두,제주 서귀포시내 ,"16,442",10
124,이스방한상,"https://mp-seoul-image-production-s3.mangoplate.com/984138_1662974975858031.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 제주시내 ,"1,642",5
125,골목식당,"https://mp-seoul-image-production-s3.mangoplate.com/153929/ywpb3ln6qfxdor.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 제주시내 ,"5,114",5
126,가스름식당,"https://mp-seoul-image-production-s3.mangoplate.com/1741085_1616662774206980.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,고기 요리,제주 표선/성읍 ,"18,068",15
127,모니카옛날통닭,"https://mp-seoul-image-production-s3.mangoplate.com/219687/n1sh4y4uwcbmps.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,닭 / 오리 요리,제주 제주시내 ,"5,827",5
128,디앤디파트먼트 제주,"https://mp-seoul-image-production-s3.mangoplate.com/854324_1649918177374556.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,퓨전 한식,제주 제주시내 ,"5,305",6
129,문치비                                    (본점),"https://mp-seoul-image-production-s3.mangoplate.com/498149/1429441_1663483803262_42192?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(본점),제주 서귀포시내 ,"2,510",6
130,블루버드,"https://mp-seoul-image-production-s3.mangoplate.com/958610_1632743495635504.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,치킨 / 호프 / 펍,제주 제주시내 ,"5,571",7
131,이면,"https://mp-seoul-image-production-s3.mangoplate.com/2035702_1639641152087360.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 한림/애월 ,"3,021",6
132,몰질식육식당,"https://mp-seoul-image-production-s3.mangoplate.com/619088_1497935127460008.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 서귀포시내 ,"2,823",7
133,미스틱3도,"https://mp-seoul-image-production-s3.mangoplate.com/341739_1666408920329752.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 제주시내 ,"5,344",6
134,금능낙원,"https://mp-seoul-image-production-s3.mangoplate.com/18271/s3ekoulqp7nwcf.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 한림/애월 ,"21,319",11
135,다정이네김밥                                    (신시가지점),"https://mp-seoul-image-production-s3.mangoplate.com/1170989_1664167077807052.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,(신시가지점),제주 서귀포시내 ,779,4
136,고궁보말손칼국수,"https://mp-seoul-image-production-s3.mangoplate.com/288424_1656508913964529.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,국수 / 면 요리,제주 성산/우도 ,"7,603",9
137,삼대해녀의집,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/541914_1462883348157288.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 성산/우도 ,"10,374",8
138,용두암해촌,"https://mp-seoul-image-production-s3.mangoplate.com/15397/d2un37xkvfxuqh.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,한정식 / 백반 / 정통 한식,제주 제주시내 ,"7,975",7
139,듀포레,"https://mp-seoul-image-production-s3.mangoplate.com/456505/397785_1665461816145_33270?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,카페 / 디저트,제주 제주시내 ,"1,925",5
140,대도식당,"https://mp-seoul-image-production-s3.mangoplate.com/222184/cku6zr1vimdmgi.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.1,해산물 요리,제주 서귀포시내 ,"4,757",4
141,자매국수                                    (본점),"https://mp-seoul-image-production-s3.mangoplate.com/15296/272147_1461540406482_9555?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(본점),제주 제주시내 ,"102,466",292
142,협재수우동                                    (협재점),"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/516849_1487688066805581.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(협재점),제주 한림/애월 ,"83,733",71
143,가시아방국수,"https://mp-seoul-image-production-s3.mangoplate.com/252334/934626_1519569720162_56432?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 성산/우도 ,"158,002",105
144,커피파인더,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/514595_1465978440753136.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 제주시내 ,"58,952",61
145,만선식당                                    (본점),"https://mp-seoul-image-production-s3.mangoplate.com/2014463_1626868902653280.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(본점),제주 모슬포/화순 ,"171,958",81
146,칠돈가                                    (본점),"https://mp-seoul-image-production-s3.mangoplate.com/1433827_1597653466773813.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(본점),제주 제주시내 ,"116,111",71
147,연동마라도,"https://mp-seoul-image-production-s3.mangoplate.com/15368/98175_1486208226664_15581?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"105,897",53
148,무거버거,"https://mp-seoul-image-production-s3.mangoplate.com/697216_1507957483611385.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,브런치 / 버거 / 샌드위치,제주 함덕/김녕 ,"47,217",42
149,마마롱,"https://mp-seoul-image-production-s3.mangoplate.com/242028/445918_1455288072529_29863?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,베이커리,제주 한림/애월 ,"59,305",24
150,글라글라하와이,"https://mp-seoul-image-production-s3.mangoplate.com/282415/676193_1488199354676_34616?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,시푸드 요리,제주 모슬포/화순 ,"24,055",23
151,돈사돈                                    (중문점),"https://mp-seoul-image-production-s3.mangoplate.com/243417/84396_1456031350504_6077?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(중문점),제주 중문단지 ,"36,722",29
152,한라산,"https://mp-seoul-image-production-s3.mangoplate.com/329410/488522_1599478712131_9070?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 함덕/김녕 ,"18,551",27
153,씨리얼,"https://mp-seoul-image-production-s3.mangoplate.com/21015_1506529732934258.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 한림/애월 ,"16,671",22
154,고로케야 (휴업중),"https://mp-seoul-image-production-s3.mangoplate.com/150737/653907_1556787606853_14609?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,기타 일식,제주 제주시내 ,"40,219",38
155,재연식당,"https://mp-seoul-image-production-s3.mangoplate.com/182978/1234812_1549534843419_673?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"89,697",43
156,스모크하우스인구억,"https://mp-seoul-image-production-s3.mangoplate.com/355833/2046274_1649118647729_101358?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,브런치 / 버거 / 샌드위치,제주 모슬포/화순 ,"9,819",9
157,다니쉬,"https://mp-seoul-image-production-s3.mangoplate.com/664803_1598776377167324.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 함덕/김녕 ,"19,313",16
158,문개항아리                                    (애월점),"https://mp-seoul-image-production-s3.mangoplate.com/350433/803078_1615007014563_17238?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(애월점),제주 한림/애월 ,"8,563",10
159,골막식당,"https://mp-seoul-image-production-s3.mangoplate.com/523677_1620201079826812.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 제주시내 ,"40,755",50
160,더꽃돈,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/25619_1452999842472.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,고기 요리,제주 한림/애월 ,"54,959",30
161,와랑와랑,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/525814_1472018637527179.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 서귀포시내 ,"16,688",20
162,마고                                    (제주해비치호텔),"https://mp-seoul-image-production-s3.mangoplate.com/47875_1636600095415685.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(제주해비치호텔),제주 표선/성읍 ,"28,450",26
163,어우늘,"https://mp-seoul-image-production-s3.mangoplate.com/1415491_1598909923275688.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"54,796",24
164,그러므로Part2,"https://mp-seoul-image-production-s3.mangoplate.com/112634_1606865274131003.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 제주시내 ,"11,927",18
165,다소니,"https://mp-seoul-image-production-s3.mangoplate.com/15223/887355_1528691044510_60950?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,한정식 / 백반 / 정통 한식,제주 제주시내 ,"16,969",13
166,레이지펌프,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1624799823457120.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 한림/애월 ,"12,639",15
167,효퇴국수국밥,"https://mp-seoul-image-production-s3.mangoplate.com/460278_1493095127241562.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 제주시내 ,"32,831",26
168,망고레이                                    (섭지코지점),"https://mp-seoul-image-production-s3.mangoplate.com/1592769_1586693067597091.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(섭지코지점),제주 성산/우도 ,"31,464",27
169,미엘드세화,"https://mp-seoul-image-production-s3.mangoplate.com/182957/442306_1515073839863_265432?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 함덕/김녕 ,"15,487",15
170,섬오름해물라면,"https://mp-seoul-image-production-s3.mangoplate.com/352605/1784978_1614693063393_22867?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,기타 한식,제주 함덕/김녕 ,"42,970",19
171,맛있는폴부엌,"https://mp-seoul-image-production-s3.mangoplate.com/343782/814854_1518253659124_48487?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,이탈리안,제주 한림/애월 ,"9,050",9
172,시골길,"https://mp-seoul-image-production-s3.mangoplate.com/112555_1606397429562357.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"39,015",41
173,포차                                    (그랜드하얏트제주점),"https://mp-seoul-image-production-s3.mangoplate.com/984138_1662974746971223.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(그랜드하얏트제주점),제주 제주시내 ,"2,503",5
174,용왕난드르,"https://mp-seoul-image-production-s3.mangoplate.com/1142580_1541926103365600.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 모슬포/화순 ,"15,658",15
175,신설오름포장마차,"https://mp-seoul-image-production-s3.mangoplate.com/546909_1618553480563429.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,탕 / 찌개 / 전골,제주 제주시내 ,"22,990",38
176,웅담식당,"https://mp-seoul-image-production-s3.mangoplate.com/183864/kzxgulzywmjstj.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,고기 요리,제주 서귀포시내 ,"24,431",12
177,안녕육지사람                                    (본점),"https://mp-seoul-image-production-s3.mangoplate.com/1042769_1528123584451293.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(본점),제주 성산/우도 ,"19,334",13
178,페를로,"https://mp-seoul-image-production-s3.mangoplate.com/1840481_1649075185461882.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,이탈리안,제주 모슬포/화순 ,"5,813",11
179,평대스낵,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/565774_1465299790596607.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,기타 한식,제주 함덕/김녕 ,"78,558",29
180,경일낙지,"https://mp-seoul-image-production-s3.mangoplate.com/15200/677963_1502441039467_131442?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"56,581",26
181,범일분식,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/609990_1472829993589289.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,기타 한식,제주 서귀포시내 ,"27,438",12
182,볕이드는곳벧디,"https://mp-seoul-image-production-s3.mangoplate.com/339361/821047_1512913961832_4686?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 제주시내 ,"12,296",10
183,윈드스톤,"https://mp-seoul-image-production-s3.mangoplate.com/263418/w3vomc54ui_3hx.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 한림/애월 ,"11,928",15
184,당당,"https://mp-seoul-image-production-s3.mangoplate.com/573810_1626793665487319.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 한림/애월 ,"9,513",7
185,회춘,"https://mp-seoul-image-production-s3.mangoplate.com/403644/37208_1666965286367_16569?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,한정식 / 백반 / 정통 한식,제주 함덕/김녕 ,"4,896",9
186,난드르바당,"https://mp-seoul-image-production-s3.mangoplate.com/2015405_1626948541572588.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,고기 요리,제주 서귀포시내 ,"21,404",12
187,부뚜막식당,"https://mp-seoul-image-production-s3.mangoplate.com/835806_1651539171882709.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,한정식 / 백반 / 정통 한식,제주 성산/우도 ,"12,380",11
188,흑돼지BBQ,"https://mp-seoul-image-production-s3.mangoplate.com/222094/1399388_1629784153425_10901?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,고기 요리,제주 서귀포시내 ,"9,485",12
189,휴일로,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1642572798250132.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 모슬포/화순 ,"4,525",9
190,옥돔식당,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/533186_1460975213162775.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 모슬포/화순 ,"25,947",23
191,장수물식당,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1623282787754711.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 제주시내 ,"12,859",18
192,이스트포레스트,"https://mp-seoul-image-production-s3.mangoplate.com/1797655_1602561066688399.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,브런치 / 버거 / 샌드위치,제주 함덕/김녕 ,"12,366",9
193,우리수산,"https://mp-seoul-image-production-s3.mangoplate.com/887188_1657237460911117.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"1,710",6
194,바다바라,"https://mp-seoul-image-production-s3.mangoplate.com/1858553_1666842727513704.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,카페 / 디저트,제주 중문단지 ,"6,732",7
195,낭푼밥상,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/713155_1504695714940095.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,한정식 / 백반 / 정통 한식,제주 제주시내 ,"13,738",8
196,그옛맛,"https://mp-seoul-image-production-s3.mangoplate.com/18560/1423683_1625928346573_6992?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 제주시내 ,"14,417",13
197,비브레이브                                    (서호점),"https://mp-seoul-image-production-s3.mangoplate.com/1766542_1597548522013118.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,(서호점),제주 서귀포시내 ,"19,936",11
198,꽃가람,"https://mp-seoul-image-production-s3.mangoplate.com/1170989_1620702006432220.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,국수 / 면 요리,제주 성산/우도 ,"7,680",8
199,바당한그릇,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1664452517948028.jpg?fit=around|359:240&crop=359:240;*,*&output-format=jpg&output-quality=80",4.0,해산물 요리,제주 한림/애월 ,"2,916",6
